true_idx,pred_idx,cv_error_rate,task_error_rate,transition,error_change
87,187,0.004464285714285714,0.02,new,0.015535714285714286
89,187,0.017857142857142856,0.0,resolved,-0.017857142857142856
92,50,0.004464285714285714,0.015,new,0.010535714285714285
92,54,0.0,0.015,new,0.015
92,162,0.0,0.015,new,0.015
92,187,0.013392857142857142,0.0,resolved,-0.013392857142857142
92,211,0.013392857142857142,0.0,resolved,-0.013392857142857142
94,227,0.004464285714285714,0.02,new,0.015535714285714286
97,201,0.004464285714285714,0.015,new,0.010535714285714285
98,55,0.008928571428571428,0.015,new,0.006071428571428571
98,83,0.008928571428571428,0.015,new,0.006071428571428571
98,86,0.004464285714285714,0.015,new,0.010535714285714285
98,131,0.013392857142857142,0.005,resolved,-0.008392857142857143
98,199,0.004464285714285714,0.02,new,0.015535714285714286
99,8,0.0,0.015,new,0.015
99,56,0.008928571428571428,0.015,new,0.006071428571428571
99,196,0.013392857142857142,0.0,resolved,-0.013392857142857142
99,199,0.017857142857142856,0.0,resolved,-0.017857142857142856
99,218,0.013392857142857142,0.0,resolved,-0.013392857142857142
103,30,0.013392857142857142,0.005,resolved,-0.008392857142857143
107,217,0.0,0.02,new,0.02
109,8,0.008928571428571428,0.045,new,0.036071428571428574
123,210,0.004464285714285714,0.015,new,0.010535714285714285
124,143,0.0,0.015,new,0.015
124,198,0.004464285714285714,0.015,new,0.010535714285714285
124,210,0.004464285714285714,0.015,new,0.010535714285714285
125,210,0.004464285714285714,0.03,new,0.025535714285714287
126,213,0.0,0.015,new,0.015
127,126,0.0,0.02,new,0.02
127,202,0.0,0.015,new,0.015
128,22,0.004464285714285714,0.015,new,0.010535714285714285
131,218,0.013392857142857142,0.0,resolved,-0.013392857142857142
134,33,0.004464285714285714,0.015,new,0.010535714285714285
136,116,0.0,0.015,new,0.015
142,38,0.0,0.015,new,0.015
142,116,0.0,0.015,new,0.015
142,131,0.0,0.015,new,0.015
142,143,0.004464285714285714,0.025,new,0.02053571428571429
142,147,0.0,0.015,new,0.015
142,153,0.0,0.015,new,0.015
142,198,0.0,0.015,new,0.015
142,199,0.0,0.02,new,0.02
142,211,0.004464285714285714,0.035,new,0.03053571428571429
142,226,0.004464285714285714,0.03,new,0.025535714285714287
143,147,0.004464285714285714,0.015,new,0.010535714285714285
143,210,0.013392857142857142,0.01,resolved,-0.003392857142857142
143,218,0.004464285714285714,0.02,new,0.015535714285714286
143,226,0.004464285714285714,0.025,new,0.02053571428571429
144,55,0.022321428571428572,0.0,resolved,-0.022321428571428572
144,147,0.0,0.025,new,0.025
144,204,0.0,0.015,new,0.015
145,143,0.0,0.015,new,0.015
147,204,0.004464285714285714,0.015,new,0.010535714285714285
147,210,0.0,0.03,new,0.03
147,221,0.0,0.015,new,0.015
147,226,0.013392857142857142,0.015,persistent,0.0016071428571428573
153,70,0.017857142857142856,0.0,resolved,-0.017857142857142856
153,187,0.017857142857142856,0.015,persistent,-0.0028571428571428567
153,227,0.017857142857142856,0.0,resolved,-0.017857142857142856
155,187,0.017857142857142856,0.025,persistent,0.007142857142857145
156,161,0.008928571428571428,0.015,new,0.006071428571428571
160,50,0.013392857142857142,0.005,resolved,-0.008392857142857143
160,53,0.013392857142857142,0.015,persistent,0.0016071428571428573
160,55,0.013392857142857142,0.01,resolved,-0.003392857142857142
160,187,0.013392857142857142,0.0,resolved,-0.013392857142857142
161,54,0.03125,0.02,persistent,-0.01125
161,157,0.013392857142857142,0.005,resolved,-0.008392857142857143
161,187,0.013392857142857142,0.04,persistent,0.026607142857142857
161,227,0.004464285714285714,0.025,new,0.02053571428571429
162,54,0.017857142857142856,0.015,persistent,-0.0028571428571428567
162,201,0.022321428571428572,0.02,persistent,-0.0023214285714285715
162,202,0.013392857142857142,0.07,persistent,0.05660714285714286
162,211,0.013392857142857142,0.01,resolved,-0.003392857142857142
162,217,0.013392857142857142,0.005,resolved,-0.008392857142857143
162,218,0.022321428571428572,0.015,persistent,-0.0073214285714285725
162,219,0.017857142857142856,0.0,resolved,-0.017857142857142856
163,204,0.0,0.015,new,0.015
167,143,0.0,0.015,new,0.015
167,166,0.0,0.015,new,0.015
167,183,0.0,0.015,new,0.015
167,210,0.004464285714285714,0.015,new,0.010535714285714285
169,153,0.0,0.015,new,0.015
169,187,0.004464285714285714,0.015,new,0.010535714285714285
169,201,0.0,0.015,new,0.015
169,227,0.0,0.04,new,0.04
174,67,0.0,0.015,new,0.015
174,189,0.0,0.02,new,0.02
174,211,0.013392857142857142,0.02,persistent,0.006607142857142858
176,50,0.017857142857142856,0.005,resolved,-0.012857142857142855
181,184,0.004464285714285714,0.015,new,0.010535714285714285
182,187,0.0,0.015,new,0.015
183,151,0.0,0.015,new,0.015
184,60,0.0,0.015,new,0.015
184,152,0.017857142857142856,0.0,resolved,-0.017857142857142856
184,187,0.008928571428571428,0.015,new,0.006071428571428571
184,211,0.0,0.015,new,0.015
187,55,0.017857142857142856,0.01,resolved,-0.007857142857142856
187,210,0.013392857142857142,0.015,persistent,0.0016071428571428573
187,211,0.022321428571428572,0.04,persistent,0.01767857142857143
187,220,0.017857142857142856,0.005,resolved,-0.012857142857142855
187,224,0.013392857142857142,0.015,persistent,0.0016071428571428573
187,227,0.04017857142857143,0.005,resolved,-0.035178571428571434
189,197,0.013392857142857142,0.0,resolved,-0.013392857142857142
190,52,0.0,0.015,new,0.015
190,54,0.017857142857142856,0.02,persistent,0.0021428571428571443
190,161,0.004464285714285714,0.02,new,0.015535714285714286
190,162,0.0,0.015,new,0.015
190,187,0.004464285714285714,0.015,new,0.010535714285714285
190,217,0.0,0.02,new,0.02
191,184,0.017857142857142856,0.0,resolved,-0.017857142857142856
193,30,0.004464285714285714,0.015,new,0.010535714285714285
193,97,0.0,0.02,new,0.02
197,99,0.013392857142857142,0.0,resolved,-0.013392857142857142
197,143,0.013392857142857142,0.005,resolved,-0.008392857142857143
197,199,0.0,0.015,new,0.015
198,189,0.0,0.015,new,0.015
199,201,0.0,0.02,new,0.02
200,52,0.004464285714285714,0.015,new,0.010535714285714285
200,217,0.0,0.02,new,0.02
200,218,0.013392857142857142,0.015,persistent,0.0016071428571428573
200,224,0.0,0.015,new,0.015
201,8,0.013392857142857142,0.01,resolved,-0.003392857142857142
201,50,0.0,0.015,new,0.015
201,162,0.022321428571428572,0.015,persistent,-0.0073214285714285725
201,187,0.022321428571428572,0.01,resolved,-0.012321428571428572
201,202,0.013392857142857142,0.03,persistent,0.016607142857142855
201,216,0.0,0.02,new,0.02
201,220,0.0,0.03,new,0.03
201,224,0.0,0.015,new,0.015
201,227,0.0,0.02,new,0.02
202,52,0.017857142857142856,0.005,resolved,-0.012857142857142855
202,53,0.004464285714285714,0.02,new,0.015535714285714286
202,54,0.013392857142857142,0.03,persistent,0.016607142857142855
202,55,0.017857142857142856,0.0,resolved,-0.017857142857142856
202,161,0.004464285714285714,0.02,new,0.015535714285714286
202,162,0.017857142857142856,0.02,persistent,0.0021428571428571443
202,201,0.004464285714285714,0.02,new,0.015535714285714286
202,205,0.004464285714285714,0.02,new,0.015535714285714286
202,210,0.0,0.025,new,0.025
202,211,0.0,0.015,new,0.015
202,216,0.004464285714285714,0.015,new,0.010535714285714285
202,217,0.008928571428571428,0.035,new,0.026071428571428575
202,218,0.008928571428571428,0.015,new,0.006071428571428571
202,219,0.017857142857142856,0.03,persistent,0.012142857142857143
202,220,0.008928571428571428,0.015,new,0.006071428571428571
203,50,0.013392857142857142,0.0,resolved,-0.013392857142857142
203,52,0.0,0.03,new,0.03
203,53,0.008928571428571428,0.015,new,0.006071428571428571
203,54,0.008928571428571428,0.02,new,0.011071428571428572
203,162,0.008928571428571428,0.015,new,0.006071428571428571
203,217,0.008928571428571428,0.015,new,0.006071428571428571
203,218,0.017857142857142856,0.01,resolved,-0.007857142857142856
204,8,0.013392857142857142,0.0,resolved,-0.013392857142857142
204,203,0.0,0.02,new,0.02
204,210,0.017857142857142856,0.015,persistent,-0.0028571428571428567
204,211,0.0,0.03,new,0.03
204,217,0.017857142857142856,0.01,resolved,-0.007857142857142856
204,218,0.004464285714285714,0.015,new,0.010535714285714285
204,219,0.0,0.015,new,0.015
204,221,0.026785714285714284,0.04,persistent,0.013214285714285717
204,226,0.022321428571428572,0.025,persistent,0.0026785714285714295
204,227,0.004464285714285714,0.025,new,0.02053571428571429
205,143,0.008928571428571428,0.015,new,0.006071428571428571
205,187,0.0,0.015,new,0.015
205,201,0.0,0.025,new,0.025
205,210,0.008928571428571428,0.025,new,0.016071428571428573
205,211,0.004464285714285714,0.025,new,0.02053571428571429
205,220,0.04017857142857143,0.025,persistent,-0.01517857142857143
205,223,0.004464285714285714,0.02,new,0.015535714285714286
205,226,0.004464285714285714,0.035,new,0.03053571428571429
205,227,0.013392857142857142,0.035,persistent,0.02160714285714286
206,211,0.008928571428571428,0.02,new,0.011071428571428572
206,221,0.004464285714285714,0.035,new,0.03053571428571429
206,223,0.013392857142857142,0.0,resolved,-0.013392857142857142
206,227,0.013392857142857142,0.015,persistent,0.0016071428571428573
207,210,0.004464285714285714,0.015,new,0.010535714285714285
207,211,0.017857142857142856,0.005,resolved,-0.012857142857142855
207,226,0.013392857142857142,0.005,resolved,-0.008392857142857143
208,201,0.008928571428571428,0.015,new,0.006071428571428571
208,202,0.008928571428571428,0.02,new,0.011071428571428572
208,210,0.004464285714285714,0.03,new,0.025535714285714287
208,211,0.008928571428571428,0.015,new,0.006071428571428571
208,217,0.0,0.015,new,0.015
208,224,0.013392857142857142,0.005,resolved,-0.008392857142857143
208,225,0.022321428571428572,0.025,persistent,0.0026785714285714295
208,227,0.026785714285714284,0.03,persistent,0.0032142857142857147
209,187,0.017857142857142856,0.005,resolved,-0.012857142857142855
209,224,0.013392857142857142,0.015,persistent,0.0016071428571428573
209,226,0.013392857142857142,0.005,resolved,-0.008392857142857143
209,227,0.013392857142857142,0.02,persistent,0.006607142857142858
210,53,0.013392857142857142,0.01,resolved,-0.003392857142857142
210,153,0.004464285714285714,0.015,new,0.010535714285714285
210,161,0.013392857142857142,0.02,persistent,0.006607142857142858
210,202,0.013392857142857142,0.025,persistent,0.01160714285714286
210,204,0.022321428571428572,0.03,persistent,0.007678571428571427
210,205,0.013392857142857142,0.015,persistent,0.0016071428571428573
210,207,0.0,0.015,new,0.015
210,211,0.013392857142857142,0.05,persistent,0.03660714285714286
210,217,0.013392857142857142,0.01,resolved,-0.003392857142857142
210,218,0.022321428571428572,0.02,persistent,-0.0023214285714285715
210,220,0.026785714285714284,0.025,persistent,-0.0017857142857142828
210,224,0.013392857142857142,0.0,resolved,-0.013392857142857142
210,226,0.03571428571428571,0.015,persistent,-0.020714285714285713
210,227,0.11607142857142858,0.075,persistent,-0.04107142857142858
211,55,0.008928571428571428,0.025,new,0.016071428571428573
211,56,0.0,0.015,new,0.015
211,143,0.008928571428571428,0.015,new,0.006071428571428571
211,187,0.022321428571428572,0.035,persistent,0.012678571428571431
211,201,0.008928571428571428,0.025,new,0.016071428571428573
211,202,0.004464285714285714,0.015,new,0.010535714285714285
211,204,0.013392857142857142,0.005,resolved,-0.008392857142857143
211,205,0.013392857142857142,0.005,resolved,-0.008392857142857143
211,208,0.022321428571428572,0.01,resolved,-0.012321428571428572
211,209,0.017857142857142856,0.02,persistent,0.0021428571428571443
211,210,0.008928571428571428,0.025,new,0.016071428571428573
211,213,0.004464285714285714,0.015,new,0.010535714285714285
211,220,0.0,0.015,new,0.015
211,221,0.017857142857142856,0.015,persistent,-0.0028571428571428567
211,224,0.013392857142857142,0.01,resolved,-0.003392857142857142
211,225,0.008928571428571428,0.015,new,0.006071428571428571
211,226,0.10714285714285714,0.09,persistent,-0.01714285714285714
211,227,0.03125,0.08,persistent,0.04875
212,208,0.0,0.015,new,0.015
213,204,0.004464285714285714,0.015,new,0.010535714285714285
213,208,0.0,0.015,new,0.015
213,211,0.022321428571428572,0.03,persistent,0.007678571428571427
213,226,0.008928571428571428,0.025,new,0.016071428571428573
213,227,0.008928571428571428,0.015,new,0.006071428571428571
215,211,0.0,0.015,new,0.015
215,226,0.013392857142857142,0.01,resolved,-0.003392857142857142
215,230,0.004464285714285714,0.015,new,0.010535714285714285
216,162,0.013392857142857142,0.005,resolved,-0.008392857142857143
216,202,0.017857142857142856,0.055,persistent,0.037142857142857144
216,217,0.004464285714285714,0.015,new,0.010535714285714285
217,162,0.022321428571428572,0.005,resolved,-0.01732142857142857
217,187,0.013392857142857142,0.035,persistent,0.02160714285714286
217,202,0.008928571428571428,0.02,new,0.011071428571428572
217,204,0.004464285714285714,0.03,new,0.025535714285714287
217,205,0.004464285714285714,0.015,new,0.010535714285714285
217,210,0.008928571428571428,0.015,new,0.006071428571428571
217,218,0.004464285714285714,0.02,new,0.015535714285714286
217,226,0.013392857142857142,0.015,persistent,0.0016071428571428573
217,227,0.004464285714285714,0.015,new,0.010535714285714285
218,55,0.013392857142857142,0.0,resolved,-0.013392857142857142
218,160,0.013392857142857142,0.0,resolved,-0.013392857142857142
218,161,0.004464285714285714,0.025,new,0.02053571428571429
218,162,0.017857142857142856,0.015,persistent,-0.0028571428571428567
218,202,0.004464285714285714,0.02,new,0.015535714285714286
218,210,0.022321428571428572,0.01,resolved,-0.012321428571428572
218,217,0.017857142857142856,0.02,persistent,0.0021428571428571443
218,220,0.013392857142857142,0.005,resolved,-0.008392857142857143
218,226,0.013392857142857142,0.005,resolved,-0.008392857142857143
218,227,0.0,0.02,new,0.02
219,55,0.013392857142857142,0.0,resolved,-0.013392857142857142
219,162,0.004464285714285714,0.015,new,0.010535714285714285
219,202,0.026785714285714284,0.045,persistent,0.018214285714285714
220,55,0.017857142857142856,0.01,resolved,-0.007857142857142856
220,187,0.0,0.025,new,0.025
220,201,0.004464285714285714,0.025,new,0.02053571428571429
220,205,0.03125,0.015,persistent,-0.01625
220,210,0.017857142857142856,0.025,persistent,0.007142857142857145
220,217,0.013392857142857142,0.0,resolved,-0.013392857142857142
220,218,0.017857142857142856,0.0,resolved,-0.017857142857142856
220,226,0.03125,0.025,persistent,-0.006249999999999999
220,227,0.008928571428571428,0.02,new,0.011071428571428572
221,55,0.004464285714285714,0.015,new,0.010535714285714285
221,204,0.03125,0.1,persistent,0.06875
221,210,0.026785714285714284,0.005,resolved,-0.021785714285714283
221,211,0.03125,0.02,persistent,-0.01125
221,227,0.017857142857142856,0.005,resolved,-0.012857142857142855
222,205,0.013392857142857142,0.0,resolved,-0.013392857142857142
222,211,0.0,0.015,new,0.015
222,226,0.017857142857142856,0.005,resolved,-0.012857142857142855
222,227,0.008928571428571428,0.03,new,0.02107142857142857
223,204,0.004464285714285714,0.035,new,0.03053571428571429
223,205,0.017857142857142856,0.01,resolved,-0.007857142857142856
223,211,0.0,0.015,new,0.015
223,220,0.004464285714285714,0.02,new,0.015535714285714286
223,227,0.004464285714285714,0.015,new,0.010535714285714285
224,187,0.0,0.015,new,0.015
224,201,0.0,0.015,new,0.015
224,202,0.004464285714285714,0.015,new,0.010535714285714285
224,209,0.017857142857142856,0.02,persistent,0.0021428571428571443
224,210,0.004464285714285714,0.02,new,0.015535714285714286
224,211,0.017857142857142856,0.035,persistent,0.017142857142857147
224,227,0.013392857142857142,0.03,persistent,0.016607142857142855
225,187,0.013392857142857142,0.015,persistent,0.0016071428571428573
225,208,0.022321428571428572,0.03,persistent,0.007678571428571427
225,211,0.004464285714285714,0.03,new,0.025535714285714287
225,227,0.008928571428571428,0.03,new,0.02107142857142857
226,52,0.013392857142857142,0.005,resolved,-0.008392857142857143
226,55,0.022321428571428572,0.005,resolved,-0.01732142857142857
226,161,0.013392857142857142,0.0,resolved,-0.013392857142857142
226,201,0.004464285714285714,0.03,new,0.025535714285714287
226,204,0.0,0.02,new,0.02
226,205,0.004464285714285714,0.03,new,0.025535714285714287
226,206,0.013392857142857142,0.0,resolved,-0.013392857142857142
226,207,0.017857142857142856,0.005,resolved,-0.012857142857142855
226,210,0.04017857142857143,0.075,persistent,0.034821428571428566
226,211,0.10267857142857142,0.065,persistent,-0.03767857142857142
226,217,0.0,0.02,new,0.02
226,218,0.008928571428571428,0.015,new,0.006071428571428571
226,221,0.017857142857142856,0.025,persistent,0.007142857142857145
226,223,0.013392857142857142,0.01,resolved,-0.003392857142857142
226,224,0.004464285714285714,0.015,new,0.010535714285714285
226,225,0.0,0.015,new,0.015
226,227,0.013392857142857142,0.025,persistent,0.01160714285714286
227,54,0.004464285714285714,0.015,new,0.010535714285714285
227,153,0.008928571428571428,0.015,new,0.006071428571428571
227,187,0.013392857142857142,0.02,persistent,0.006607142857142858
227,192,0.013392857142857142,0.0,resolved,-0.013392857142857142
227,204,0.008928571428571428,0.02,new,0.011071428571428572
227,205,0.004464285714285714,0.02,new,0.015535714285714286
227,208,0.022321428571428572,0.015,persistent,-0.0073214285714285725
227,209,0.008928571428571428,0.02,new,0.011071428571428572
227,210,0.12946428571428573,0.185,persistent,0.05553571428571427
227,211,0.044642857142857144,0.065,persistent,0.02035714285714286
227,218,0.008928571428571428,0.02,new,0.011071428571428572
227,220,0.017857142857142856,0.02,persistent,0.0021428571428571443
227,221,0.017857142857142856,0.015,persistent,-0.0028571428571428567
227,224,0.008928571428571428,0.015,new,0.006071428571428571
227,225,0.004464285714285714,0.02,new,0.015535714285714286
227,226,0.017857142857142856,0.015,persistent,-0.0028571428571428567
227,229,0.004464285714285714,0.015,new,0.010535714285714285
228,208,0.0,0.02,new,0.02
228,210,0.004464285714285714,0.02,new,0.015535714285714286
228,211,0.013392857142857142,0.01,resolved,-0.003392857142857142
229,210,0.017857142857142856,0.04,persistent,0.022142857142857145
229,227,0.017857142857142856,0.05,persistent,0.03214285714285715
230,208,0.013392857142857142,0.015,persistent,0.0016071428571428573
230,211,0.0,0.02,new,0.02
230,225,0.004464285714285714,0.02,new,0.015535714285714286
231,211,0.004464285714285714,0.015,new,0.010535714285714285
231,226,0.017857142857142856,0.015,persistent,-0.0028571428571428567
231,227,0.017857142857142856,0.005,resolved,-0.012857142857142855
